"","Gn1","Gn2","interaction"
"1213","Colinus","Rubus","eats"
"1214","Colinus","Strophostyles","eats"
"1215","Colinus","Desmanthus","eats"
"1216","Contopus","Panicum","eats"
"1217","Contopus","Ulmus","visitsFlowersOf"
"1218","Contopus","Cornus","eats"
"1219","Contopus","Rubus","eats"
"1220","Contopus","Toxicodendron","eats"
"1221","Ambrosia","Corvus","eatenBy"
"1222","Bromus","Corvus","eatenBy"
"1223","Cirsium","Corvus","eatenBy"
"1224","Cirsium","Corvus","interactsWith"
"1225","Corvus","Cyperus","eats"
"1226","Corvus","Desmodium","eats"
"1227","Corvus","Echinacea","preysOn"
"1228","Corvus","Echinacea","eats"
"1229","Corvus","Euphorbia","eats"
"1230","Corvus","Hordeum","eats"
"1231","Corvus","Physalis","eats"
"1232","Corvus","Rhus","eats"
"1233","Corvus","Rosa","eats"
"1234","Corvus","Solanum","eats"
"1235","Corvus","Symphoricarpos","eats"
"1236","Corvus","Ulmus","interactsWith"
"1237","Corvus","Ulmus","visitsFlowersOf"
"1238","Corvus","Vicia","eats"
"1239","Cornus","Corvus","eatenBy"
"1240","Cornus","Corvus","interactsWith"
"1241","Cornus","Corvus","hasDispersalVector"
"1242","Corvus","Opuntia","eats"
"1243","Celtis","Corvus","eatenBy"
"1244","Chloris","Corvus","eatenBy"
"1245","Corvus","Geum","eats"
"1246","Corvus","Helianthus","eats"
"1247","Corvus","Prunus","eats"
"1248","Corvus","Prunus","interactsWith"
"1249","Corvus","Prunus","dispersalVectorOf"
"1250","Chaerophyllum","Corvus","eatenBy"
"1251","Corvus","Rubus","eats"
"1252","Cyanocitta","Gleditsia","interactsWith"
"1253","Cyanocitta","Juniperus","eats"
"1254","Cyanocitta","Juniperus","interactsWith"
"1255","Cyanocitta","Rhus","interactsWith"
"1256","Cyanocitta","Ulmus","interactsWith"
"1257","Cyanocitta","Ulmus","visitsFlowersOf"
"1258","Cyanocitta","Helianthus","eats"
"1259","Cyanocitta","Prunus","eats"
"1260","Cyanocitta","Rubus","eats"
"1261","Dumetella","Rhus","eats"
"1262","Dumetella","Solanum","eats"
"1263","Dumetella","Ulmus","visitsFlowersOf"
"1264","Cornus","Dumetella","eatenBy"
"1265","Cornus","Dumetella","flowersVisitedBy"
"1266","Dumetella","Opuntia","eats"
"1267","Celtis","Dumetella","eatenBy"
"1268","Dumetella","Prunus","eats"
"1269","Dumetella","Senna","eats"
"1270","Dumetella","Toxicodendron","eats"
"1271","Geothlypis","Rhus","interactsWith"
"1272","Geothlypis","Ulmus","visitsFlowersOf"
"1273","Cornus","Geothlypis","flowersVisitedBy"
"1274","Geothlypis","Prunus","eats"
"1275","Ceanothus","Icterus","eatenBy"
"1276","Icterus","Rhus","interactsWith"
"1277","Icterus","Salvia","eats"
"1278","Icterus","Solanum","eats"
"1279","Icterus","Vernonia","interactsWith"
"1280","Melanerpes","Rhus","eats"
"1281","Melanerpes","Rhus","interactsWith"
"1282","Melanerpes","Solanum","eats"
"1283","Melanerpes","Ulmus","visitsFlowersOf"
"1284","Cornus","Melanerpes","eatenBy"
"1285","Melanerpes","Opuntia","eats"
"1286","Celtis","Melanerpes","eatenBy"
"1287","Croton","Melanerpes","eatenBy"
"1288","Helianthus","Melanerpes","eatenBy"
"1289","Melanerpes","Prunus","eats"
"1290","Melanerpes","Prunus","mutualistOf"
"1291","Melanerpes","Prunus","dispersalVectorOf"
"1292","Melanerpes","Prunus","visitsFlowersOf"
"1293","Melanerpes","Rubus","eats"
"1294","Melanerpes","Toxicodendron","eats"
"1295","Melanerpes","Toxicodendron","mutualistOf"
"1296","Melanerpes","Toxicodendron","dispersalVectorOf"
"1297","Ambrosia","Molothrus","eatenBy"
"1298","Andropogon","Molothrus","eatenBy"
"1299","Carex","Molothrus","eatenBy"
"1300","Cyperus","Molothrus","eatenBy"
"1301","Digitaria","Molothrus","eatenBy"
"1302","Lespedeza","Molothrus","eatenBy"
"1303","Molothrus","Panicum","eats"
"1304","Molothrus","Poa","interactsWith"
"1305","Molothrus","Solanum","eats"
"1306","Molothrus","Sporobolus","eats"
"1307","Molothrus","Setaria","eats"
"1308","Acalypha","Molothrus","eatenBy"
"1309","Celtis","Molothrus","eatenBy"
"1310","Hedeoma","Molothrus","eatenBy"
"1311","Molothrus","Polygonum","eats"
"1312","Helianthus","Molothrus","eatenBy"
"1313","Molothrus","Prunus","eats"
"1314","Molothrus","Rubus","eats"
"1315","Hybanthus","Myiarchus","interactsWith"
"1316","Myiarchus","Solanum","eats"
"1317","Myiarchus","Solanum","mutualistOf"
"1318","Myiarchus","Solanum","dispersalVectorOf"
"1319","Myiarchus","Vicia","eats"
"1320","Myiarchus","Opuntia","eats"
"1321","Celtis","Myiarchus","eatenBy"
"1322","Croton","Myiarchus","eatenBy"
"1323","Myiarchus","Prunus","eats"
"1324","Myiarchus","Prunus","dispersalVectorOf"
"1325","Myiarchus","Rubus","eats"
"1326","Digitaria","Passerina","eatenBy"
"1327","Panicum","Passerina","eatenBy"
"1328","Passerina","Plantago","eats"
"1329","Passerina","Poa","eats"
"1330","Passerina","Salvia","eats"
"1331","Passerina","Solanum","eats"
"1332","Passerina","Sorghastrum","eats"
"1333","Passerina","Sporobolus","eats"
"1334","Passerina","Teucrium","eats"
"1335","Passerina","Tragia","eats"
"1336","Passerina","Ulmus","eats"
"1337","Passerina","Verbena","eats"
"1338","Passerina","Vernonia","interactsWith"
"1339","Passerina","Vicia","eats"
"1340","Opuntia","Passerina","eatenBy"
"1341","Celtis","Passerina","eatenBy"
"1342","Passerina","Polygonum","eats"
"1343","Passerina","Prunus","interactsWith"
"1344","Passerina","Prunus","eats"
"1345","Passerina","Rubus","eats"
"1346","Juniperus","Picoides","eatenBy"
"1347","Mimosa","Picoides","adjacentTo"
"1348","Picoides","Rhus","interactsWith"
"1349","Picoides","Rosa","eats"
"1350","Picoides","Ulmus","visitsFlowersOf"
"1351","Cornus","Picoides","eatenBy"
"1352","Cornus","Picoides","flowersVisitedBy"
"1353","Opuntia","Picoides","interactsWith"
"1354","Chloris","Picoides","eatenBy"
"1355","Helianthus","Picoides","eatenBy"
"1356","Picoides","Prunus","eats"
"1357","Picoides","Prunus","dispersalVectorOf"
"1358","Picoides","Prunus","visitsFlowersOf"
"1359","Picoides","Rubus","eats"
"1360","Picoides","Toxicodendron","eats"
"1361","Picoides","Toxicodendron","mutualistOf"
"1362","Picoides","Toxicodendron","dispersalVectorOf"
"1363","Piranga","Rosa","eats"
"1364","Piranga","Solanum","eats"
"1365","Piranga","Ulmus","visitsFlowersOf"
"1366","Cornus","Piranga","eatenBy"
"1367","Opuntia","Piranga","eatenBy"
"1368","Celtis","Piranga","eatenBy"
"1369","Croton","Piranga","eatenBy"
"1370","Piranga","Prunus","eats"
"1371","Piranga","Prunus","mutualistOf"
"1372","Piranga","Prunus","dispersalVectorOf"
"1373","Piranga","Rubus","eats"
"1374","Piranga","Toxicodendron","eats"
"1375","Juniperus","Poecile","eatenBy"
"1376","Juniperus","Poecile","interactsWith"
"1377","Poecile","Rhus","interactsWith"
"1378","Poecile","Rosa","eats"
"1379","Poecile","Rosa","visitsFlowersOf"
"1380","Poecile","Solanum","eats"
"1381","Poecile","Solanum","interactsWith"
"1382","Poecile","Solanum","dispersalVectorOf"
"1383","Poecile","Solidago","eats"
"1384","Poecile","Solidago","visitsFlowersOf"
"1385","Poecile","Symphoricarpos","eats"
"1386","Poecile","Ulmus","interactsWith"
"1387","Poecile","Ulmus","visitsFlowersOf"
"1388","Poecile","Vernonia","interactsWith"
"1389","Cornus","Poecile","eatenBy"
"1390","Cornus","Poecile","flowersVisitedBy"
"1391","Helianthus","Poecile","eatenBy"
"1392","Helianthus","Poecile","preyedUponBy"
"1393","Poecile","Prunus","eats"
"1394","Poecile","Prunus","dispersalVectorOf"
"1395","Poecile","Prunus","interactsWith"
"1396","Poecile","Prunus","visits"
"1397","Poecile","Rubus","eats"
"1398","Poecile","Rubus","interactsWith"
"1399","Poecile","Rubus","dispersalVectorOf"
"1400","Poecile","Toxicodendron","eats"
"1401","Poecile","Toxicodendron","mutualistOf"
"1402","Poecile","Toxicodendron","dispersalVectorOf"
"1403","Cercis","Poecile","interactsWith"
"1404","Cercis","Poecile","eatenBy"
"1405","Polioptila","Prunus","visits"
"1406","Ambrosia","Sialia","eatenBy"
"1407","Amorpha","Sialia","preyedUponBy"
"1408","Juniperus","Sialia","eatenBy"
"1409","Panicum","Sialia","eatenBy"
"1410","Rhus","Sialia","eatenBy"
"1411","Rhus","Sialia","interactsWith"
"1412","Rosa","Sialia","eatenBy"
"1413","Sialia","Solanum","eats"
"1414","Cornus","Sialia","eatenBy"
"1415","Opuntia","Sialia","interactsWith"
"1416","Setaria","Sialia","eatenBy"
"1417","Celtis","Sialia","eatenBy"
"1418","Polygonum","Sialia","eatenBy"
"1419","Prunus","Sialia","eatenBy"
"1420","Rubus","Sialia","eatenBy"
"1421","Sialia","Toxicodendron","eats"
"1422","Juniperus","Sitta","eatenBy"
"1423","Juniperus","Sitta","interactsWith"
"1424","Rosa","Sitta","eatenBy"
"1425","Sitta","Solanum","interactsWith"
"1426","Sitta","Solanum","eats"
"1427","Sitta","Solanum","dispersalVectorOf"
"1428","Sitta","Ulmus","visitsFlowersOf"
"1429","Cornus","Sitta","eatenBy"
"1430","Celtis","Sitta","interactsWith"
"1431","Helianthus","Sitta","eatenBy"
"1432","Helianthus","Sitta","preyedUponBy"
"1433","Prunus","Sitta","eatenBy"
"1434","Prunus","Sitta","hasDispersalVector"
"1435","Rubus","Sitta","eatenBy"
"1436","Spiza","Toxicodendron","eats"
"1437","Andropogon","Spizella","eatenBy"
"1438","Aristida","Spizella","eatenBy"
"1439","Artemisia","Spizella","interactsWith"
"1440","Bouteloua","Spizella","eatenBy"
"1441","Bromus","Spizella","eatenBy"
"1442","Carex","Spizella","eatenBy"
"1443","Cirsium","Spizella","eatenBy"
"1444","Cyperus","Spizella","eatenBy"
"1445","Digitaria","Spizella","eatenBy"
"1446","Euphorbia","Spizella","eatenBy"
"1447","Juniperus","Spizella","interactsWith"
"1448","Oxalis","Spizella","eatenBy"
"1449","Panicum","Spizella","eatenBy"
"1450","Plantago","Spizella","eatenBy"
"1451","Poa","Spizella","eatenBy"
"1452","Solanum","Spizella","eatenBy"
"1453","Sorghastrum","Spizella","eatenBy"
"1454","Spizella","Teucrium","eats"
"1455","Cornus","Spizella","flowersVisitedBy"
"1456","Opuntia","Spizella","interactsWith"
"1457","Setaria","Spizella","eatenBy"
"1458","Acalypha","Spizella","eatenBy"
"1459","Chloris","Spizella","eatenBy"
"1460","Polygonum","Spizella","eatenBy"
"1461","Spizella","Vulpia","eats"
"1462","Prunus","Spizella","interactsWith"
"1463","Juniperus","Toxostoma","eatenBy"
"1464","Rhus","Toxostoma","eatenBy"
"1465","Cornus","Toxostoma","eatenBy"
"1466","Opuntia","Toxostoma","interactsWith"
"1467","Celtis","Toxostoma","eatenBy"
"1468","Prunus","Toxostoma","eatenBy"
"1469","Rubus","Toxostoma","eatenBy"
"1470","Toxicodendron","Toxostoma","eatenBy"
"1471","Rosa","Troglodytes","eatenBy"
"1472","Solanum","Troglodytes","eatenBy"
"1473","Cornus","Troglodytes","eatenBy"
"1474","Prunus","Troglodytes","eatenBy"
"1475","Rubus","Troglodytes","eatenBy"
"1476","Ambrosia","Turdus","eatenBy"
"1477","Mimosa","Turdus","adjacentTo"
"1478","Oxalis","Turdus","eatenBy"
"1479","Panicum","Turdus","eatenBy"
"1480","Rhus","Turdus","eatenBy"
"1481","Rhus","Turdus","interactsWith"
"1482","Rhus","Turdus","preyedUponBy"
"1483","Rosa","Turdus","interactsWith"
"1484","Rosa","Turdus","hasDispersalVector"
"1485","Rosa","Turdus","eatenBy"
"1486","Solanum","Turdus","hasDispersalVector"
"1487","Solanum","Turdus","eatenBy"
"1488","Solanum","Turdus","interactsWith"
"1489","Solanum","Turdus","mutualistOf"
"1490","Symphoricarpos","Turdus","interactsWith"
"1491","Symphoricarpos","Turdus","eatenBy"
"1492","Turdus","Ulmus","visitsFlowersOf"
"1493","Cornus","Turdus","eatenBy"
"1494","Cornus","Turdus","mutualistOf"
"1495","Cornus","Turdus","hasDispersalVector"
"1496","Cornus","Turdus","interactsWith"
"1497","Cornus","Turdus","flowersVisitedBy"
"1498","Croton","Turdus","eatenBy"
"1499","Rhus","Tyrannus","eatenBy"
"1500","Solanum","Tyrannus","eatenBy"
"1501","Tyrannus","Ulmus","visitsFlowersOf"
"1502","Cornus","Tyrannus","eatenBy"
"1503","Croton","Tyrannus","eatenBy"
"1504","Prunus","Tyrannus","eatenBy"
"1505","Prunus","Tyrannus","mutualistOf"
"1506","Prunus","Tyrannus","hasDispersalVector"
"1507","Digitaria","Vireo","eatenBy"
"1508","Gleditsia","Vireo","eatenBy"
"1509","Juniperus","Vireo","eatenBy"
"1510","Juniperus","Vireo","interactsWith"
"1511","Oxalis","Vireo","eatenBy"
"1512","Rhus","Vireo","eatenBy"
"1513","Rosa","Vireo","eatenBy"
"1514","Solanum","Vireo","eatenBy"
"1515","Cornus","Vireo","eatenBy"
"1516","Cornus","Vireo","mutualistOf"
"1517","Cornus","Vireo","hasDispersalVector"
"1518","Opuntia","Vireo","eatenBy"
"1519","Celtis","Vireo","eatenBy"
"1520","Celtis","Vireo","interactsWith"
"1521","Polygonum","Vireo","eatenBy"
"1522","Prunus","Vireo","eatenBy"
"1523","Prunus","Vireo","hasDispersalVector"
"1524","Rubus","Vireo","eatenBy"
"1525","Toxicodendron","Vireo","eatenBy"
"1526","Ambrosia","Zenaida","eatenBy"
"1527","Cirsium","Zenaida","eatenBy"
"1528","Eleocharis","Zenaida","eatenBy"
"1529","Euphorbia","Zenaida","eatenBy"
"1530","Geranium","Zenaida","eatenBy"
"1531","Hordeum","Zenaida","eatenBy"
"1532","Juniperus","Zenaida","interactsWith"
"1533","Lepidium","Zenaida","eatenBy"
"1534","Lithospermum","Zenaida","eatenBy"
"1535","Mirabilis","Zenaida","eatenBy"
"1536","Oenothera","Zenaida","eatenBy"
"1537","Oxalis","Zenaida","eatenBy"
"1538","Panicum","Zenaida","eatenBy"
"1539","Plantago","Zenaida","eatenBy"
"1540","Poa","Zenaida","eatenBy"
"1541","Solanum","Zenaida","eatenBy"
"1542","Tragia","Zenaida","eatenBy"
"1543","Ulmus","Zenaida","flowersVisitedBy"
"1544","Verbena","Zenaida","eatenBy"
"1545","Vicia","Zenaida","eatenBy"
"1546","Viola","Zenaida","eatenBy"
"1547","Cornus","Zenaida","eatenBy"
"1548","Setaria","Zenaida","eatenBy"
"1549","Acalypha","Zenaida","eatenBy"
"1550","Celtis","Zenaida","eatenBy"
"1551","Celtis","Zenaida","interactsWith"
"1552","Polygonum","Zenaida","eatenBy"
"1553","Vulpia","Zenaida","eatenBy"
"1554","Croton","Zenaida","eatenBy"
"1555","Helianthus","Zenaida","eatenBy"
"1556","Prunus","Zenaida","eatenBy"
"1557","Prunus","Zenaida","interactsWith"
"1558","Rubus","Zenaida","eatenBy"
"1559","Senna","Zenaida","eatenBy"
"1560","Toxicodendron","Zenaida","eatenBy"
"1561","Polygala","Zenaida","eatenBy"
"1562","Carex","Pipilo","eatenBy"
"1563","Juniperus","Pipilo","visitedBy"
"1564","Pipilo","Plantago","eats"
"1565","Pipilo","Rhus","eats"
"1566","Pipilo","Solanum","eats"
"1567","Pipilo","Symphoricarpos","eats"
"1568","Cornus","Pipilo","eatenBy"
"1569","Cornus","Pipilo","mutualistOf"
"1570","Cornus","Pipilo","hasDispersalVector"
"1571","Pipilo","Polygonum","eats"
"1572","Croton","Pipilo","eatenBy"
"1573","Pipilo","Prunus","eats"
"1574","Pipilo","Prunus","interactsWith"
"1575","Pipilo","Rubus","eats"
"1576","Pipilo","Toxicodendron","eats"
"1577","Cornus","Tachycineta","eatenBy"
"1578","Chondestes","Juniperus","interactsWith"
"1579","Cornus","Thryothorus","interactsWith"
"1580","Buteo","Melanoplus","eats"
"1581","Corvus","Melanoplus","eats"
"1582","Melanoplus","Turdus","eatenBy"
"1583","Melanoplus","Tyrannus","eatenBy"
"1584","Blarina","Buteo","eatenBy"
"1585","Blarina","Buteo","preysOn"
"1586","Blarina","Buteo","preyedUponBy"
"1587","Blarina","Corvus","preyedUponBy"
"1588","Corvus","Microtus","eats"
"1589","Corvus","Microtus","interactsWith"
"1590","Buteo","Peromyscus","interactsWith"
"1591","Buteo","Peromyscus","eats"
"1592","Buteo","Peromyscus","preysOn"
"1593","Corvus","Peromyscus","eats"
"1594","Peromyscus","Sialia","interactsWith"
"1595","Peromyscus","Sitta","interactsWith"
"1596","Peromyscus","Sitta","eats"
"1597","Peromyscus","Tachycineta","interactsWith"
"1598","Buteo","Reithrodontomys","eats"
"1599","Corvus","Reithrodontomys","eats"
"1600","Colinus","Sigmodon","interactsWith"
"1601","Ammodramus","Spermophilus","interactsWith"
"1602","Buteo","Spermophilus","interactsWith"
"1603","Buteo","Spermophilus","eats"
"1604","Buteo","Spermophilus","preysOn"
"1605","Corvus","Spermophilus","interactsWith"
"1606","Corvus","Spermophilus","eats"
"1607","Passerina","Spermophilus","interactsWith"
"1608","Phasianus","Spermophilus","interactsWith"
"1609","Spermophilus","Spizella","interactsWith"
"1610","Melanoplus","Polygala","eats"
"1611","Blarina","Juniperus","interactsWith"
"1612","Blarina","Oligoneuron","interactsWith"
"1613","Blarina","Solidago","interactsWith"
"1614","Blarina","Cornus","interactsWith"
"1615","Blarina","Prunus","interactsWith"
"1616","Achillea","Microtus","eatenBy"
"1617","Agrostis","Microtus","interactsWith"
"1618","Agrostis","Microtus","eatenBy"
"1619","Carex","Microtus","eatenBy"
"1620","Elymus","Microtus","eatenBy"
"1621","Microtus","Muhlenbergia","eats"
"1622","Microtus","Oligoneuron","eats"
"1623","Microtus","Oligoneuron","interactsWith"
"1624","Microtus","Oxalis","eats"
"1625","Microtus","Panicum","eats"
"1626","Microtus","Plantago","eats"
"1627","Microtus","Poa","eats"
"1628","Microtus","Rosa","eats"
"1629","Microtus","Solidago","eats"
"1630","Microtus","Solidago","interactsWith"
"1631","Microtus","Symphyotrichum","eats"
"1632","Cornus","Microtus","eatenBy"
"1633","Microtus","Setaria","interactsWith"
"1634","Helianthus","Microtus","eatenBy"
"1635","Helianthus","Microtus","interactsWith"
"1636","Microtus","Rubus","eats"
"1637","Juniperus","Peromyscus","interactsWith"
"1638","Oligoneuron","Peromyscus","interactsWith"
"1639","Peromyscus","Schizachyrium","eats"
"1640","Peromyscus","Solidago","interactsWith"
"1641","Cornus","Peromyscus","interactsWith"
"1642","Peromyscus","Setaria","interactsWith"
"1643","Peromyscus","Prunus","interactsWith"
"1644","Peromyscus","Prunus","eats"
"1645","Schizachyrium","Sigmodon","eatenBy"
"1646","Achillea","Spermophilus","eatenBy"
"1647","Artemisia","Spermophilus","interactsWith"
"1648","Artemisia","Spermophilus","eatenBy"
"1649","Carex","Spermophilus","interactsWith"
"1650","Carex","Spermophilus","adjacentTo"
"1651","Carex","Spermophilus","eatenBy"
"1652","Cirsium","Spermophilus","eatenBy"
"1653","Lepidium","Spermophilus","interactsWith"
"1654","Poa","Spermophilus","eatenBy"
"1655","Ratibida","Spermophilus","interactsWith"
"1656","Spermophilus","Sporobolus","interactsWith"
"1657","Spermophilus","Symphoricarpos","interactsWith"
"1658","Hesperotettix","Polygala","eats"
