"","Gn1","Gn2","interaction"
"691","Bubo","Zenaida","eats"
"692","Bubo","Zonotrichia","interactsWith"
"693","Bubo","Zoothera","eats"
"694","Bubulcus","Cathartes","eatenBy"
"695","Bubulcus","Corvus","eats"
"696","Bubulcus","Corvus","eatenBy"
"697","Bubulcus","Eremophila","eats"
"698","Bubulcus","Falco","eatenBy"
"699","Bubulcus","Haliaeetus","interactsWith"
"700","Bubulcus","Haliaeetus","eatenBy"
"701","Bubulcus","Hirundo","eats"
"702","Bubulcus","Hirundo","preysOn"
"703","Buteo","Calamospiza","interactsWith"
"704","Buteo","Calamospiza","eats"
"705","Buteo","Calcarius","eats"
"706","Buteo","Callipepla","eats"
"707","Buteo","Callipepla","interactsWith"
"708","Buteo","Calypte","interactsWith"
"709","Buteo","Cardinalis","eats"
"710","Buteo","Carduelis","eats"
"711","Buteo","Carpodacus","eats"
"712","Buteo","Cathartes","interactsWith"
"713","Buteo","Centrocercus","eats"
"714","Buteo","Chordeiles","eats"
"715","Buteo","Circus","interactsWith"
"716","Buteo","Coccyzus","eats"
"717","Buteo","Coccyzus","interactsWith"
"718","Buteo","Colaptes","eats"
"719","Buteo","Colaptes","preysOn"
"720","Buteo","Colinus","eats"
"721","Buteo","Columba","eats"
"722","Buteo","Columba","preysOn"
"723","Buteo","Coragyps","interactsWith"
"724","Buteo","Corvus","interactsWith"
"725","Buteo","Corvus","preysOn"
"726","Buteo","Corvus","eats"
"727","Buteo","Corvus","eatenBy"
"728","Buteo","Cyanocitta","eats"
"729","Buteo","Cyanocitta","interactsWith"
"730","Buteo","Dendroica","interactsWith"
"731","Buteo","Dendroica","eats"
"732","Buteo","Dryocopus","eats"
"733","Buteo","Dumetella","interactsWith"
"734","Buteo","Elanus","interactsWith"
"735","Buteo","Eremophila","interactsWith"
"736","Buteo","Eremophila","eats"
"737","Buteo","Falco","interactsWith"
"738","Buteo","Falco","parasiteOf"
"739","Buteo","Falco","eatenBy"
"740","Buteo","Falco","preysOn"
"741","Buteo","Geococcyx","eats"
"742","Buteo","Geococcyx","preysOn"
"743","Buteo","Geothlypis","eats"
"744","Buteo","Gymnorhinus","interactsWith"
"745","Buteo","Haliaeetus","interactsWith"
"746","Buteo","Haliaeetus","eatenBy"
"747","Buteo","Hirundo","interactsWith"
"748","Buteo","Hirundo","eats"
"749","Buteo","Hirundo","preysOn"
"750","Buteo","Icterus","interactsWith"
"751","Buteo","Icterus","eats"
"752","Buteo","Junco","eats"
"753","Buteo","Lanius","eats"
"754","Buteo","Lanius","interactsWith"
"755","Buteo","Loxia","eats"
"756","Buteo","Melanerpes","preysOn"
"757","Buteo","Melanerpes","interactsWith"
"758","Buteo","Melanerpes","eats"
"759","Buteo","Meleagris","eats"
"760","Buteo","Meleagris","interactsWith"
"761","Buteo","Melospiza","eats"
"762","Buteo","Mimus","interactsWith"
"763","Buteo","Mimus","eats"
"764","Buteo","Mimus","preysOn"
"765","Buteo","Molothrus","eats"
"766","Buteo","Nucifraga","interactsWith"
"767","Buteo","Nucifraga","eats"
"768","Buteo","Oreoscoptes","eats"
"769","Buteo","Otus","eats"
"770","Buteo","Parus","eats"
"771","Buteo","Passer","eats"
"772","Buteo","Passer","interactsWith"
"773","Buteo","Passerella","eats"
"774","Buteo","Perdix","eats"
"775","Buteo","Perisoreus","eats"
"776","Buteo","Perisoreus","interactsWith"
"777","Buteo","Phalaenoptilus","eats"
"778","Buteo","Phasianus","interactsWith"
"779","Buteo","Phasianus","eats"
"780","Buteo","Phasianus","preysOn"
"781","Buteo","Pheucticus","eats"
"782","Buteo","Pica","interactsWith"
"783","Buteo","Pica","eats"
"784","Buteo","Picoides","eats"
"785","Buteo","Pinicola","eats"
"786","Buteo","Pipilo","eats"
"787","Buteo","Pipilo","interactsWith"
"788","Buteo","Piranga","interactsWith"
"789","Buteo","Pooecetes","eats"
"790","Buteo","Quiscalus","eats"
"791","Buteo","Quiscalus","preysOn"
"792","Buteo","Quiscalus","interactsWith"
"793","Buteo","Salpinctes","eats"
"794","Buteo","Sayornis","eats"
"795","Buteo","Seiurus","eats"
"796","Buteo","Setophaga","interactsWith"
"797","Buteo","Setophaga","eats"
"798","Buteo","Sialia","eats"
"799","Buteo","Sialia","interactsWith"
"800","Buteo","Streptopelia","eats"
"801","Buteo","Streptopelia","preysOn"
"802","Buteo","Strix","interactsWith"
"803","Buteo","Strix","eatenBy"
"804","Buteo","Sturnella","interactsWith"
"805","Buteo","Sturnella","eats"
"806","Buteo","Sturnus","eats"
"807","Buteo","Tachycineta","eats"
"808","Buteo","Tachycineta","preysOn"
"809","Buteo","Toxostoma","eats"
"810","Buteo","Turdus","eats"
"811","Buteo","Turdus","preysOn"
"812","Buteo","Tympanuchus","eats"
"813","Buteo","Tyrannus","interactsWith"
"814","Buteo","Tyrannus","eats"
"815","Buteo","Vireo","interactsWith"
"816","Buteo","Vireo","eats"
"817","Buteo","Zenaida","eats"
"818","Buteo","Zenaida","interactsWith"
"819","Buteo","Zenaida","preysOn"
"820","Buteo","Zonotrichia","eats"
"821","Buteo","Zoothera","eats"
"822","Calamospiza","Falco","eatenBy"
"823","Calamospiza","Falco","interactsWith"
"824","Calamospiza","Geococcyx","interactsWith"
"825","Calamospiza","Molothrus","hostOf"
"826","Calamospiza","Spizella","interactsWith"
"827","Calcarius","Circus","eatenBy"
"828","Calcarius","Corvus","eatenBy"
"829","Calcarius","Eremophila","interactsWith"
"830","Calcarius","Falco","eatenBy"
"831","Calcarius","Glaucidium","eatenBy"
"832","Calcarius","Lanius","eatenBy"
"833","Calcarius","Otus","eatenBy"
"834","Calcarius","Pica","eatenBy"
"835","Calcarius","Spizella","interactsWith"
"836","Calcarius","Strix","eatenBy"
"837","Callipepla","Circus","interactsWith"
"838","Callipepla","Falco","eatenBy"
"839","Callipepla","Falco","interactsWith"
"840","Callipepla","Haliaeetus","eatenBy"
"841","Callipepla","Haliaeetus","interactsWith"
"842","Callipepla","Pipilo","interactsWith"
"843","Callipepla","Sturnella","parasiteOf"
"844","Callipepla","Tyrannus","interactsWith"
"845","Callipepla","Zenaida","interactsWith"
"846","Callipepla","Zonotrichia","parasiteOf"
"847","Calypte","Carduelis","interactsWith"
"848","Calypte","Carpodacus","eats"
"849","Calypte","Falco","interactsWith"
"850","Calypte","Geococcyx","interactsWith"
"851","Calypte","Glaucidium","interactsWith"
"852","Calypte","Lanius","kills"
"853","Calypte","Selasphorus","interactsWith"
"854","Calypte","Setophaga","interactsWith"
"855","Calypte","Sialia","interactsWith"
"856","Calypte","Toxostoma","interactsWith"
"857","Campylorhynchus","Cardinalis","interactsWith"
"858","Campylorhynchus","Falco","eatenBy"
"859","Campylorhynchus","Molothrus","hostOf"
"860","Caprimulgus","Corvus","interactsWith"
"861","Caprimulgus","Corvus","eatenBy"
"862","Caprimulgus","Falco","eatenBy"
"863","Caprimulgus","Strix","interactsWith"
"864","Caprimulgus","Strix","eatenBy"
"865","Cardellina","Dendroica","interactsWith"
"866","Cardellina","Geothlypis","interactsWith"
"867","Cardellina","Molothrus","hostOf"
"868","Cardellina","Oporornis","interactsWith"
"869","Cardellina","Setophaga","interactsWith"
"870","Cardellina","Vermivora","interactsWith"
"871","Cardellina","Wilsonia","interactsWith"
"872","Cardinalis","Carduelis","interactsWith"
"873","Cardinalis","Carpodacus","eats"
"874","Cardinalis","Corvus","preyedUponBy"
"875","Cardinalis","Cyanocitta","interactsWith"
"876","Cardinalis","Dumetella","interactsWith"
"877","Cardinalis","Falco","preyedUponBy"
"878","Cardinalis","Falco","eatenBy"
"879","Cardinalis","Glaucidium","eatenBy"
"880","Cardinalis","Haliaeetus","eatenBy"
"881","Cardinalis","Junco","interactsWith"
"882","Cardinalis","Lanius","interactsWith"
"883","Cardinalis","Mimus","interactsWith"
"884","Cardinalis","Molothrus","hostOf"
"885","Cardinalis","Molothrus","interactsWith"
"886","Cardinalis","Molothrus","hasParasite"
"887","Cardinalis","Otus","interactsWith"
"888","Cardinalis","Picoides","interactsWith"
"889","Cardinalis","Selasphorus","flowersVisitedBy"
"890","Cardinalis","Sitta","interactsWith"
"891","Cardinalis","Spizella","interactsWith"
"892","Cardinalis","Turdus","interactsWith"
"893","Carduelis","Circus","eatenBy"
"894","Carduelis","Corvus","eatenBy"
"895","Carduelis","Elanus","eatenBy"
"896","Carduelis","Falco","eatenBy"
"897","Carduelis","Falco","interactsWith"
"898","Carduelis","Falco","preyedUponBy"
"899","Carduelis","Glaucidium","eatenBy"
"900","Carduelis","Glaucidium","preyedUponBy"
"901","Carduelis","Lanius","eatenBy"
"902","Carduelis","Lanius","preyedUponBy"
"903","Carduelis","Molothrus","hostOf"
"904","Carduelis","Molothrus","hasParasite"
"905","Carduelis","Molothrus","interactsWith"
"906","Carduelis","Nucifraga","eatenBy"
"907","Carduelis","Otus","eatenBy"
"908","Carduelis","Passer","interactsWith"
"909","Carduelis","Perisoreus","eatenBy"
"910","Carduelis","Pica","eatenBy"
"911","Carduelis","Picoides","eatenBy"
"912","Carduelis","Picoides","preyedUponBy"
"913","Carduelis","Picoides","interactsWith"
"914","Carduelis","Spizella","eatenBy"
"915","Carduelis","Strix","eatenBy"
"916","Carduelis","Sturnus","eatenBy"
"917","Carduelis","Vireo","eatenBy"
"918","Carduelis","Zenaida","eatenBy"
"919","Carduelis","Zonotrichia","interactsWith"
"920","Carpodacus","Circus","eatenBy"
"921","Carpodacus","Corvus","interactsWith"
"922","Carpodacus","Corvus","eatenBy"
"923","Carpodacus","Cyanocitta","interactsWith"
"924","Carpodacus","Elanus","eatenBy"
"925","Carpodacus","Falco","interactsWith"
"926","Carpodacus","Falco","eatenBy"
"927","Carpodacus","Geococcyx","interactsWith"
"928","Carpodacus","Glaucidium","eatenBy"
"929","Carpodacus","Icterus","interactsWith"
"930","Carpodacus","Icterus","eatenBy"
"931","Carpodacus","Lanius","eatenBy"
"932","Carpodacus","Molothrus","hasParasite"
"933","Carpodacus","Molothrus","interactsWith"
"934","Carpodacus","Nucifraga","interactsWith"
"935","Carpodacus","Nucifraga","eatenBy"
"936","Carpodacus","Otus","eatenBy"
"937","Carpodacus","Passer","pollinatedBy"
"938","Carpodacus","Passer","flowersVisitedBy"
"939","Carpodacus","Perisoreus","eatenBy"
"940","Carpodacus","Pheucticus","flowersVisitedBy"
"941","Carpodacus","Pica","eatenBy"
"942","Carpodacus","Quiscalus","interactsWith"
"943","Carpodacus","Setophaga","interactsWith"
"944","Carpodacus","Setophaga","flowersVisitedBy"
"945","Carpodacus","Strix","eatenBy"
"946","Carpodacus","Sturnus","flowersVisitedBy"
"947","Carpodacus","Vireo","pollinatedBy"
"948","Carpodacus","Zenaida","pollinatedBy"
"949","Cathartes","Circus","interactsWith"
"950","Cathartes","Colinus","eats"
"951","Cathartes","Coragyps","interactsWith"
"952","Cathartes","Corvus","interactsWith"
"953","Cathartes","Corvus","eats"
"954","Cathartes","Falco","interactsWith"
"955","Cathartes","Geococcyx","eats"
"956","Cathartes","Haliaeetus","interactsWith"
"957","Cathartes","Meleagris","eats"
"958","Cathartes","Phasianus","eats"
"959","Cathartes","Seiurus","eats"
"960","Cathartes","Sialia","eats"
"961","Catharus","Corvus","eatenBy"
"962","Catharus","Corvus","interactsWith"
"963","Catharus","Cyanocitta","eatenBy"
"964","Catharus","Cyanocitta","interactsWith"
"965","Catharus","Empidonax","interactsWith"
"966","Catharus","Euonymus","interactsWith"
"967","Catharus","Euonymus","eats"
"968","Catharus","Falco","preyedUponBy"
"969","Catharus","Falco","eatenBy"
"970","Catharus","Glaucidium","preyedUponBy"
"971","Catharus","Mniotilta","interactsWith"
"972","Catharus","Molothrus","hasParasite"
"973","Catharus","Molothrus","hostOf"
"974","Catharus","Molothrus","interactsWith"
"975","Catharus","Seiurus","interactsWith"
"976","Catharus","Setophaga","interactsWith"
"977","Catharus","Strix","eatenBy"
"978","Catharus","Turdus","interactsWith"
"979","Catharus","Vireo","interactsWith"
"980","Centrocercus","Corvus","interactsWith"
"981","Centrocercus","Pica","interactsWith"
"982","Certhia","Falco","eatenBy"
"983","Certhia","Glaucidium","eatenBy"
"984","Certhia","Melanerpes","interactsWith"
"985","Certhia","Molothrus","interactsWith"
"986","Certhia","Parus","interactsWith"
"987","Certhia","Picoides","eatenBy"
"988","Certhia","Picoides","interactsWith"
"989","Certhia","Strix","eatenBy"
"990","Chaetura","Corvus","preyedUponBy"
"991","Chondestes","Falco","eatenBy"
"992","Chondestes","Molothrus","hostOf"
"993","Chondestes","Molothrus","hasParasite"
"994","Chordeiles","Corvus","eatenBy"
"995","Chordeiles","Corvus","interactsWith"
"996","Chordeiles","Falco","eatenBy"
"997","Chordeiles","Falco","interactsWith"
"998","Cinclus","Corvus","interactsWith"
"999","Circus","Columba","eats"
"1000","Circus","Columba","preysOn"
"1001","Circus","Corvus","eats"
"1002","Circus","Corvus","eatenBy"
"1003","Circus","Corvus","interactsWith"
"1004","Circus","Dumetella","interactsWith"
"1005","Circus","Eremophila","eats"
"1006","Circus","Falco","interactsWith"
"1007","Circus","Falco","preyedUponBy"
"1008","Circus","Haliaeetus","eatenBy"
"1009","Circus","Hirundo","interactsWith"
"1010","Circus","Melanerpes","interactsWith"
"1011","Circus","Molothrus","eats"
"1012","Circus","Passer","eats"
"1013","Circus","Perdix","eats"
"1014","Circus","Phalaenoptilus","interactsWith"
"1015","Circus","Phasianus","eats"
"1016","Circus","Phasianus","interactsWith"
"1017","Circus","Pica","interactsWith"
"1018","Circus","Pooecetes","eats"
"1019","Circus","Quiscalus","interactsWith"
"1020","Circus","Sialia","interactsWith"
"1021","Circus","Strix","eatenBy"
"1022","Circus","Sturnus","eats"
"1023","Circus","Troglodytes","interactsWith"
"1024","Circus","Zenaida","eats"
"1025","Cistothorus","Glaucidium","eatenBy"
"1026","Coccyzus","Cyanocitta","interactsWith"
"1027","Coccyzus","Dumetella","interactsWith"
"1028","Coccyzus","Falco","interactsWith"
"1029","Coccyzus","Falco","preyedUponBy"
"1030","Coccyzus","Falco","eatenBy"
"1031","Coccyzus","Molothrus","interactsWith"
"1032","Coccyzus","Quiscalus","interactsWith"
"1033","Coccyzus","Spizella","interactsWith"
"1034","Coccyzus","Turdus","interactsWith"
"1035","Colaptes","Falco","eatenBy"
"1036","Colaptes","Falco","preyedUponBy"
"1037","Colaptes","Falco","interactsWith"
"1038","Colaptes","Glaucidium","eatenBy"
"1039","Colaptes","Haliaeetus","eatenBy"
"1040","Colaptes","Melanerpes","interactsWith"
"1041","Colaptes","Passer","interactsWith"
"1042","Colaptes","Sphyrapicus","interactsWith"
"1043","Colaptes","Strix","eatenBy"
"1044","Colaptes","Tachycineta","interactsWith"
"1045","Colaptes","Toxostoma","interactsWith"
"1046","Colaptes","Turdus","interactsWith"
"1047","Colinus","Corvus","interactsWith"
"1048","Colinus","Falco","eatenBy"
"1049","Colinus","Strix","eatenBy"
"1050","Columba","Columbina","interactsWith"
"1051","Columba","Contopus","eatenBy"
"1052","Columba","Corvus","eatenBy"
"1053","Columba","Corvus","interactsWith"
"1054","Columba","Euonymus","eats"
"1055","Columba","Falco","interactsWith"
"1056","Columba","Falco","eatenBy"
"1057","Columba","Falco","preyedUponBy"
"1058","Columba","Falco","parasiteOf"
"1059","Columba","Haliaeetus","eatenBy"
"1060","Columba","Melanerpes","interactsWith"
"1061","Columba","Molothrus","interactsWith"
"1062","Columba","Otus","interactsWith"
"1063","Columba","Passer","interactsWith"
"1064","Columba","Pica","eatenBy"
"1065","Columba","Picoides","eatenBy"
"1066","Columba","Streptopelia","interactsWith"
"1067","Columba","Strix","eatenBy"
"1068","Columba","Sturnus","interactsWith"
"1069","Columba","Tyrannus","eatenBy"
"1070","Columba","Vireo","eatenBy"
"1071","Columba","Zenaida","interactsWith"
"1072","Columbina","Cyanocitta","interactsWith"
"1073","Columbina","Cyanocitta","eatenBy"
"1074","Columbina","Falco","eatenBy"
"1075","Columbina","Glaucidium","preyedUponBy"
"1076","Columbina","Glaucidium","eatenBy"
"1077","Columbina","Lanius","preyedUponBy"
"1078","Columbina","Passer","interactsWith"
"1079","Columbina","Pyrocephalus","interactsWith"
"1080","Columbina","Zenaida","interactsWith"
"1081","Contopus","Cyanocitta","interactsWith"
"1082","Contopus","Molothrus","hasParasite"
"1083","Coragyps","Haliaeetus","eatenBy"
"1084","Coragyps","Meleagris","eats"
"1085","Corvus","Cyanocitta","interactsWith"
"1086","Corvus","Cyanocitta","eats"
"1087","Corvus","Dendroica","interactsWith"
"1088","Corvus","Dendroica","eats"
"1089","Corvus","Dumetella","interactsWith"
"1090","Corvus","Elanus","interactsWith"
"1091","Corvus","Elanus","eats"
"1092","Corvus","Elanus","eatenBy"
"1093","Corvus","Eremophila","eats"
"1094","Corvus","Euonymus","eats"
"1095","Corvus","Falco","interactsWith"
"1096","Corvus","Falco","eatenBy"
"1097","Corvus","Falco","eats"
"1098","Corvus","Gymnorhinus","interactsWith"
"1099","Corvus","Haliaeetus","interactsWith"
"1100","Corvus","Haliaeetus","eats"
"1101","Corvus","Haliaeetus","eatenBy"
"1102","Corvus","Icterus","interactsWith"
"1103","Corvus","Ictinia","interactsWith"
"1104","Corvus","Lanius","eats"
"1105","Corvus","Lanius","eatenBy"
"1106","Corvus","Loxia","eats"
"1107","Corvus","Melanerpes","interactsWith"
"1108","Corvus","Meleagris","interactsWith"
"1109","Corvus","Mimus","interactsWith"
"1110","Corvus","Molothrus","interactsWith"
"1111","Corvus","Nucifraga","eats"
"1112","Corvus","Otus","eats"
"1113","Corvus","Parus","eats"
"1114","Corvus","Passer","preysOn"
"1115","Corvus","Passer","eats"
"1116","Corvus","Perdix","eats"
"1117","Corvus","Perisoreus","eats"
"1118","Corvus","Perisoreus","eatenBy"
"1119","Corvus","Phasianus","eats"
"1120","Corvus","Phasianus","interactsWith"
"1121","Corvus","Phasianus","eatenBy"
"1122","Corvus","Pheucticus","eats"
"1123","Corvus","Pica","interactsWith"
"1124","Corvus","Pica","eatenBy"
"1125","Corvus","Pinicola","eats"
"1126","Corvus","Piranga","interactsWith"
"1127","Corvus","Progne","interactsWith"
"1128","Corvus","Quiscalus","interactsWith"
"1129","Corvus","Regulus","eats"
"1130","Corvus","Seiurus","eats"
"1131","Corvus","Setophaga","interactsWith"
"1132","Corvus","Setophaga","eats"
"1133","Corvus","Sialia","interactsWith"
"1134","Corvus","Spizella","interactsWith"
"1135","Corvus","Streptopelia","eats"
"1136","Corvus","Streptopelia","preysOn"
"1137","Corvus","Streptopelia","interactsWith"
"1138","Corvus","Strix","interactsWith"
"1139","Corvus","Strix","eatenBy"
"1140","Corvus","Strix","preyedUponBy"
"1141","Corvus","Sturnus","preysOn"
"1142","Corvus","Sturnus","eats"
"1143","Corvus","Sturnus","interactsWith"
"1144","Corvus","Sturnus","eatenBy"
"1145","Corvus","Tachycineta","interactsWith"
"1146","Corvus","Troglodytes","eats"
"1147","Corvus","Turdus","interactsWith"
"1148","Corvus","Turdus","eats"
"1149","Corvus","Turdus","preysOn"
"1150","Corvus","Tyrannus","interactsWith"
"1151","Corvus","Vireo","interactsWith"
"1152","Corvus","Zenaida","eats"
"1153","Corvus","Zenaida","interactsWith"
"1154","Corvus","Zenaida","preysOn"
"1155","Corvus","Zenaida","preyedUponBy"
"1156","Corvus","Zonotrichia","interactsWith"
"1157","Corvus","Zoothera","eats"
"1158","Crotophaga","Falco","eatenBy"
"1159","Crotophaga","Falco","preyedUponBy"
"1160","Crotophaga","Tyrannus","interactsWith"
"1161","Cyanocitta","Dendroica","eats"
"1162","Cyanocitta","Dendroica","interactsWith"
"1163","Cyanocitta","Dumetella","interactsWith"
"1164","Cyanocitta","Empidonax","interactsWith"
"1165","Cyanocitta","Falco","interactsWith"
"1166","Cyanocitta","Falco","eatenBy"
"1167","Cyanocitta","Falco","preyedUponBy"
"1168","Cyanocitta","Haliaeetus","eatenBy"
"1169","Cyanocitta","Icterus","interactsWith"
"1170","Cyanocitta","Ictinia","interactsWith"
"1171","Cyanocitta","Limnothlypis","interactsWith"
"1172","Cyanocitta","Loxia","interactsWith"
"1173","Cyanocitta","Melanerpes","interactsWith"
"1174","Cyanocitta","Mimus","interactsWith"
"1175","Cyanocitta","Mniotilta","interactsWith"
"1176","Cyanocitta","Molothrus","interactsWith"
"1177","Cyanocitta","Passerina","interactsWith"
"1178","Cyanocitta","Pheucticus","interactsWith"
"1179","Cyanocitta","Pipilo","interactsWith"
"1180","Cyanocitta","Piranga","interactsWith"
"1181","Cyanocitta","Progne","interactsWith"
"1182","Cyanocitta","Riparia","interactsWith"
"1183","Cyanocitta","Setophaga","eats"
"1184","Cyanocitta","Setophaga","interactsWith"
"1185","Cyanocitta","Sialia","preysOn"
"1186","Cyanocitta","Sitta","eats"
"1187","Cyanocitta","Sitta","interactsWith"
"1188","Cyanocitta","Spizella","interactsWith"
"1189","Cyanocitta","Strix","eatenBy"
"1190","Cyanocitta","Strix","interactsWith"
"1191","Cyanocitta","Thryothorus","interactsWith"
"1192","Cyanocitta","Turdus","interactsWith"
"1193","Cyanocitta","Tyrannus","interactsWith"
"1194","Cyanocitta","Vireo","interactsWith"
"1195","Cyanocitta","Wilsonia","interactsWith"
"1196","Cyanocitta","Zenaida","interactsWith"
"1197","Dendragapus","Falco","eatenBy"
"1198","Dendroica","Falco","interactsWith"
"1199","Dendroica","Falco","eatenBy"
"1200","Dendroica","Falco","preyedUponBy"
"1201","Dendroica","Haliaeetus","eatenBy"
"1202","Dendroica","Molothrus","interactsWith"
"1203","Dendroica","Molothrus","eatenBy"
"1204","Dendroica","Molothrus","hasParasite"
"1205","Dendroica","Passerculus","interactsWith"
"1206","Dendroica","Picoides","interactsWith"
"1207","Dendroica","Setophaga","interactsWith"
"1208","Dendroica","Setophaga","hostOf"
"1209","Dendroica","Setophaga","hasHost"
"1210","Dendroica","Sialia","interactsWith"
"1211","Dendroica","Spizella","interactsWith"
"1212","Dendroica","Vireo","interactsWith"
"1213","Dolichonyx","Falco","preyedUponBy"
"1214","Dolichonyx","Molothrus","hostOf"
"1215","Dolichonyx","Spizella","interactsWith"
"1216","Dryocopus","Haliaeetus","eatenBy"
"1217","Dryocopus","Melanerpes","interactsWith"
"1218","Dryocopus","Strix","preyedUponBy"
"1219","Dryocopus","Strix","eatenBy"
"1220","Dumetella","Falco","interactsWith"
"1221","Dumetella","Falco","preyedUponBy"
"1222","Dumetella","Mniotilta","interactsWith"
"1223","Dumetella","Molothrus","hostOf"
"1224","Dumetella","Molothrus","interactsWith"
"1225","Dumetella","Quiscalus","interactsWith"
"1226","Dumetella","Strix","eatenBy"
"1227","Dumetella","Toxostoma","interactsWith"
"1228","Elanoides","Ictinia","interactsWith"
"1229","Elanoides","Mimus","eats"
"1230","Elanoides","Mimus","preysOn"
"1231","Elanoides","Quiscalus","eats"
"1232","Elanoides","Quiscalus","preysOn"
"1233","Elanoides","Tyrannus","interactsWith"
"1234","Elanoides","Tyrannus","eats"
"1235","Elanoides","Zenaida","preysOn"
"1236","Elanus","Eremophila","eats"
"1237","Elanus","Passer","eats"
"1238","Elanus","Perdix","eats"
"1239","Elanus","Phasianus","eats"
"1240","Elanus","Streptopelia","interactsWith"
"1241","Elanus","Strix","eatenBy"
"1242","Elanus","Sturnus","eats"
"1243","Elanus","Tyrannus","interactsWith"
"1244","Elanus","Zonotrichia","eats"
"1245","Empidonax","Falco","eatenBy"
"1246","Empidonax","Glaucidium","eatenBy"
"1247","Empidonax","Mniotilta","interactsWith"
"1248","Empidonax","Molothrus","hostOf"
"1249","Empidonax","Molothrus","interactsWith"
"1250","Empidonax","Molothrus","hasParasite"
"1251","Empidonax","Pheucticus","interactsWith"
"1252","Empidonax","Vireo","interactsWith"
"1253","Empidonax","Wilsonia","interactsWith"
"1254","Eremophila","Falco","eatenBy"
"1255","Eremophila","Falco","interactsWith"
"1256","Eremophila","Lanius","eatenBy"
"1257","Eremophila","Otus","eatenBy"
"1258","Eremophila","Pica","eatenBy"
"1259","Eremophila","Strix","eatenBy"
"1260","Eremophila","Turdus","eatenBy"
"1261","Euonymus","Parus","eatenBy"
"1262","Euonymus","Parus","interactsWith"
"1263","Euonymus","Passer","eatenBy"
"1264","Euonymus","Pica","eatenBy"
"1265","Euonymus","Picoides","eatenBy"
"1266","Euonymus","Setophaga","eatenBy"
"1267","Euonymus","Sialia","eatenBy"
"1268","Euonymus","Sitta","eatenBy"
"1269","Euonymus","Sturnus","eatenBy"
"1270","Euonymus","Troglodytes","eatenBy"
"1271","Euonymus","Turdus","eatenBy"
"1272","Euonymus","Turdus","interactsWith"
"1273","Euonymus","Turdus","hasDispersalVector"
"1274","Falco","Glaucidium","eats"
"1275","Falco","Gymnorhinus","eats"
"1276","Falco","Haliaeetus","interactsWith"
"1277","Falco","Hirundo","eats"
"1278","Falco","Hirundo","preysOn"
"1279","Falco","Hirundo","interactsWith"
"1280","Falco","Hirundo","preyedUponBy"
"1281","Falco","Icterus","preysOn"
"1282","Falco","Icterus","eats"
"1283","Falco","Icterus","interactsWith"
"1284","Falco","Junco","preysOn"
"1285","Falco","Junco","eats"
"1286","Falco","Lanius","eats"
"1287","Falco","Loxia","eats"
"1288","Falco","Loxia","interactsWith"
"1289","Falco","Melanerpes","interactsWith"
"1290","Falco","Melanerpes","eats"
"1291","Falco","Melospiza","eats"
"1292","Falco","Melospiza","preysOn"
"1293","Falco","Mimus","eats"
"1294","Falco","Molothrus","eats"
"1295","Falco","Myadestes","eats"
"1296","Falco","Myiarchus","eats"
"1297","Falco","Nucifraga","eats"
"1298","Falco","Nucifraga","interactsWith"
"1299","Falco","Oreoscoptes","eats"
"1300","Falco","Parus","eats"
"1301","Falco","Passer","eats"
"1302","Falco","Passer","preysOn"
"1303","Falco","Passer","interactsWith"
"1304","Falco","Passerculus","eats"
"1305","Falco","Passerculus","preysOn"
"1306","Falco","Passerella","eats"
"1307","Falco","Passerina","eats"
"1308","Falco","Perdix","eats"
"1309","Falco","Perisoreus","eats"
"1310","Falco","Phasianus","eats"
"1311","Falco","Phasianus","interactsWith"
"1312","Falco","Pheucticus","eats"
"1313","Falco","Pica","eats"
"1314","Falco","Pica","interactsWith"
"1315","Falco","Picoides","eats"
"1316","Falco","Picoides","preysOn"
"1317","Falco","Picoides","interactsWith"
"1318","Falco","Pinicola","eats"
"1319","Falco","Pipilo","eats"
"1320","Falco","Pipilo","preysOn"
"1321","Falco","Piranga","interactsWith"
"1322","Falco","Piranga","eats"
"1323","Falco","Polioptila","preysOn"
"1324","Falco","Pooecetes","eats"
"1325","Falco","Quiscalus","preysOn"
"1326","Falco","Quiscalus","eats"
"1327","Falco","Regulus","eats"
"1328","Falco","Regulus","preysOn"
"1329","Falco","Riparia","eats"
"1330","Falco","Riparia","interactsWith"
"1331","Falco","Salpinctes","eats"
"1332","Falco","Sayornis","eats"
"1333","Falco","Setophaga","eats"
"1334","Falco","Setophaga","preysOn"
"1335","Falco","Setophaga","interactsWith"
"1336","Falco","Sialia","eats"
"1337","Falco","Sialia","interactsWith"
"1338","Falco","Sitta","eats"
"1339","Falco","Sitta","interactsWith"
"1340","Falco","Spizella","eats"
"1341","Falco","Spizella","preysOn"
"1342","Falco","Spizella","interactsWith"
"1343","Falco","Streptopelia","eats"
"1344","Falco","Streptopelia","preysOn"
"1345","Falco","Strix","eatenBy"
"1346","Falco","Strix","interactsWith"
"1347","Falco","Sturnella","eats"
"1348","Falco","Sturnella","preysOn"
"1349","Falco","Sturnella","interactsWith"
"1350","Falco","Sturnus","preysOn"
"1351","Falco","Sturnus","eats"
"1352","Falco","Tachycineta","eats"
"1353","Falco","Tachycineta","interactsWith"
"1354","Falco","Toxostoma","eats"
"1355","Falco","Toxostoma","interactsWith"
"1356","Falco","Troglodytes","eats"
